DATA DE REGISTRO,NORMA,LINK,ORIGEM,SITUAÇÃO,RESUMO,TEMA,ESTADO DE CUMPRIMENTO,ÁREA RESPONSÁVEL,CUMPRDEC CNJ/OFÍCIO CSJT,PROAD,PLANO DE AÇÃO PARA ADOÇÃO,LINK PARA PLANILHA,TOTAL ITENS SIM,TOTAL ITENS NÃO,OBSERVAÇÕES,LINK PARA FORMULÁRIO,PRIORIDADE DE FORMULÁRIO,IAD,NORMA - ORIGEM
20/08/2020,Resolução nº 331/2020,https://atos.cnj.jus.br/atos/detalhar/3428,CNJ,Alterada,Institui a Base Nacional de Dados do Poder Judiciário – DataJud como fonte primária de dados do Sistema de Estatística do Poder Judiciário – SIESPJ para os tribunais indicados nos incisos II a VII do art. 92 da Constituição Federal.,Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,0001002-97.2021.2.00.0000,2240/2021,Não se aplica,https://docs.google.com/spreadsheets/d/1yi75vmeCIVVjSbeh9HlS2SXtfoNeB3ATyQmxbIsPNqQ/edit?resourcekey=&gid=980280428#gid=980280428,,,,https://docs.google.com/forms/d/1qB1p_V-KYHQmqQrPoXO-U5lcriCHgLkiNDgNd8IkvgM/edit,Sim,,Resolução nº 331/2020 - CNJ
21/08/2020,Resolução nº 332/2020,https://atos.cnj.jus.br/atos/detalhar/3429,CNJ,Vigente,"Dispõe sobre a ética, a transparência e a governança na produção e no uso de Inteligência Artificial no Poder Judiciário e dá outras providências",Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,0007850-37.2020.2.00.0000        ,5767/2020,Não se aplica,https://docs.google.com/spreadsheets/d/1C0tZ0Nryng3xpjAds_7OP0YxolOaASwsRlERjJB8Knc/edit?resourcekey=&gid=271136823#gid=271136823,,,1. A solução de IA em uso atende plenamente a Res. 332/2020?,https://docs.google.com/forms/d/1sUYbGwlOnT-V9EBnFvl8Mc-0RNNEzAZzEiEb5d2YTPc/edit,Sim,,Resolução nº 332/2020 - CNJ
26/08/2020,Resolução nº 330/2020,https://atos.cnj.jus.br/atos/detalhar/3435,CNJ,Revogada,"Regulamenta e estabelece critérios para a realização de audiências e outros atos processuais por videoconferência, emprocessos de apuração de atos infracionais ede execução de medidas socioeducativas,durante o estado de calamidade pública,reconhecido pelo Decreto Federal nº  06/2020, emrazão da pandemia mundial por Covid-19.",Gestão Administrativa,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 330/2020 - CNJ
28/08/2020,Resolução nº 274/2020,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/177090/2020_res0274_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a redação da Resolução CSJT nº 185, de 24 de março de 2017, que dispõe sobre a padronização do uso, governança, infraestrutura e gestão do Sistema Processo Judicial Eletrônico (PJe) instalado na Justiça do Trabalho.",Gestão da Informação e de Demandas Judiciais,Não se aplica,Não se aplica,,2217/2021,Não se aplica,,,,,,Não se aplica,,Resolução nº 274/2020 - CSJT
28/08/2020,Resolução nº 275/2020,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/177070/2020_res0275_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a redação da Resolução CSJT nº 179, de 24 de fevereiro de 2017, que dispõe sobre o funcionamento do Laboratório de Tecnologia para Recuperação de Ativos e Combate à Corrupção e Lavagem de Dinheiro no âmbito da Justiça do Trabalho e disciplina a coordenação dos sistemas de constrição patrimonial.",Tecnologia da Informação e Comunicação,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 275/2020 - CSJT
21/09/2020,Resolução nº 333/2020,https://atos.cnj.jus.br/files/original185201202009225f6a47d10c1f4.pdf,CNJ,Vigente,"Determina a inclusão de campo/espaço denominado Estatística na página principal dos sítios eletrônicos dos órgãos do Poder Judiciário indicados nos incisos I-A a IV, VI e VII do art. 92 da Constituição Federal e dá outras providências.",Transparência,"100,00%",Secretaria de Governança e Gestão Estratégica,0008007-10.2020.2.00.0000    ,_,Não se aplica,https://docs.google.com/spreadsheets/d/1URrZ8KdCkzOsB3KCfdOYzX_SebxpaJ9alWHT-Nq1TkE/edit?resourcekey=&gid=1362416048#gid=1362416048,1,0,,https://docs.google.com/forms/d/1Xbaws91yiCrxbHECX1ArlsBwP10WM8ZvRTueU9m76FY/edit,Sim,"100,00%",Resolução nº 333/2020 - CNJ
21/09/2020,Resolução nº 334/2020,https://atos.cnj.jus.br/files/original193417202009225f6a51b9a757c.pdf,CNJ,Vigente,Institui o Comitê Consultivo de Dados Abertos e Proteção de Dados no âmbito do Poder Judiciário.,Tecnologia da Informação e Comunicação,Não se aplica,Não se aplica,_,,Não se aplica,,,,,,Não se aplica,,Resolução nº 334/2020 - CNJ
29/09/2020,Resolução nº 335/2020,https://atos.cnj.jus.br/files/original214359202110116164b01f70f93.pdf,CNJ,Vigente,Institui política pública para a governança e a gestão de processo judicial eletrônico. Integra os tribunais do país com a criação da Plataforma Digital do Poder Judiciário Brasileiro – PDPJ-Br. Mantém o sistema PJe como sistema de Processo Eletrônico prioritário do Conselho Nacional de Justiça.,Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,0008448-88.2020.2.00.0000; 0003436-59.2021.2.00.0000; 0003440-96.2021.2.00.0000; 0003434-89.2021.2.00.0000; 0003439-14.2021.2.00.0000 e 0003437-44.2021.2.00.0000   ,5049/2020,Concluído,https://docs.google.com/spreadsheets/d/1Bc8bTGOJLBSEhgILuMLQw15GaWRrbicVBDCb-JMFn6w/edit?resourcekey=&gid=1349994178#gid=1349994178,,,,https://docs.google.com/forms/d/16jvhG0hOdKEUEpJ6UwniuC0PNDPkLlwb56CZGuDl9FE/edit,Sim,,Resolução nº 335/2020 - CNJ
29/09/2020,Resolução nº 336/2020,https://atos.cnj.jus.br/atos/detalhar/3497,CNJ,Vigente,Dispõe sobre a promoção de cotas raciais nos programas de estágio dos órgãos do Poder Judiciário nacional.,Direitos Humanos,Em análise,Secretaria de Gestão de Pessoas,_,,Não iniciado,https://docs.google.com/spreadsheets/d/1cX7msmr5S0NdLQYVnUZF89ndI_BTecdSVd-Ay5eC8T4/edit?resourcekey=&gid=1556792250#gid=1556792250,,,Verificar adequação do Ato nº73/2019 (percentual 20%) à Resolução 336/2020 (percentual 30%),https://docs.google.com/forms/d/1D_zltfdlpBFn0HQg2XFsbfQX-H0aH7G1ToX6A-dyPyk/edit,Sim,,Resolução nº 336/2020 - CNJ
29/09/2020,Resolução nº 337/2020,https://atos.cnj.jus.br/atos/detalhar/3498,CNJ,Vigente,Dispõe sobre a utilização de sistemas de videoconferência no Poder Judiciário.,Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,0008060-88.2020.2.00.0000,5022/2020,Não se aplica,https://docs.google.com/spreadsheets/d/178Fd1Utl3O8w5mRNEOxtqqY_OP3ue36KjgwdcISufwQ/edit?resourcekey=&gid=652137704#gid=652137704,,,,https://docs.google.com/forms/d/1GtTitJUE-Am7mIMWG5xqEzcYNJZPFkYTiNwbVfJCBMI/edit,Sim,,Resolução nº 337/2020 - CNJ
07/10/2020,Resolução nº 338/2020,https://atos.cnj.jus.br/files/original205257202010085f7f7c2936357.pdf,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 207/2015, que institui a Política de Atenção Integral à Saúde de Magistrados e Servidores do Poder Judiciário.",Gestão de Pessoas,Não se aplica,Não se aplica,0000887-52.2016.2.00.0000,4587/2023,Não se aplica,,,,,,Não se aplica,,Resolução nº 338/2020 - CNJ
08/09/2020,Resolução nº 339/2020,https://atos.cnj.jus.br/atos/detalhar/3454,CNJ,Vigente,"Dispõe sobre a criação e funcionamento doComitê Executivo Nacional dos Núcleos de Ações Coletivas – NAC, dos Núcleos de Ações Coletivas – NACs e dos cadastros de ações coletivas do Superior Tribunal de Justiça, do Tribunal Superior do Trabalho, dos Tribunais Regionais Federais, dos Tribunais Regionais do Trabalho, dos Tribunais de Justiça estaduais e do Distrito Federal e dos Territórios.",Funcionamento dos Órgãos Judiciais,Em análise,Núcleo Permanente de Métodos Consensuais de Solução de Disputas da Justiça do Trabalho, 0008671-41.2020.2.00.0000   ,4990/2020,Iniciado,https://docs.google.com/spreadsheets/d/1kzTiT3j66a8RymfF4YCyOzPV3eEiVUaestum8WXUU-g/edit?resourcekey=&gid=169177835#gid=169177835,,,No PROAD 4990/2020 constam algumas ações a serem desenvolvidas para o pleno atendimento da Resolução.,https://docs.google.com/forms/d/1ebopwGKcsDtVBaGNK28gEljILn32WU2hWGea9kjsfaU/edit,Sim,,Resolução nº 339/2020 - CNJ
08/09/2020,Resolução nº 340/2020,https://atos.cnj.jus.br/files/original162135202009255f6e190f1cc5d.pdf,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 88/2009, que dispõe sobre a jornada de trabalho no âmbito do Poder Judiciário, o preenchimento de cargos em comissão e o limite de servidores requisitados.",Gestão Administrativa,Não se aplica,Não se aplica,0201048-25.2009.2.00.0000,,Não se aplica,,,,,,Não se aplica,,Resolução nº 340/2020 - CNJ
09/09/2020,Resolução nº 342/2020,https://atos.cnj.jus.br/atos/detalhar/3458,CNJ,Revogada,"Institui e regulamenta o Banco Nacional de Medidas Protetivas de Urgência – BNMPU, nos termos do parágrafo único do artigo 38-A da Lei nº 11.340/2006, com redação dada pela Lei nº 13.827/2019.",Gestão da Informação e de Demandas Judiciais,Não se aplica,Não se aplica,_,-,Não se aplica,,,,,,Não se aplica,,Resolução nº 342/2020 - CNJ
09/09/2020,Resolução nº 343/2020,https://atos.cnj.jus.br/atos/detalhar/3459,CNJ,Alterada,"Institui condições especiais de trabalho para magistrados(as) e servidores(as) com deficiência, necessidades especiais ou doença grave ou que sejam pais ou responsáveis por dependentes nessa mesma condição e dá outras providências.",Gestão de Pessoas,Em análise,Secretaria de Gestão de Pessoas,0008308-54.2020.2.00.0000  ,1552/2021,Concluído,https://docs.google.com/spreadsheets/d/1Fr2j0W-IjbpXyyhUC7EUiGQOq4fVMCtdEBP2tve4n4I/edit?resourcekey=&gid=285423849#gid=285423849,,,,https://docs.google.com/forms/d/1qavC1ceh_qnEUmgFAMHZZS13Yr46wlGsfKh-W7KP1nU/edit,Sim,,Resolução nº 343/2020 - CNJ
09/09/2020,Resolução nº 344/2020,https://atos.cnj.jus.br/atos/detalhar/3460,CNJ,Alterada,"Regulamenta o exercício do poder de polícia administrativa no âmbito dos tribunais, dispondo sobre as atribuições funcionais dos agentes e inspetores da polícia judicial.",Segurança do Judiciário,Em análise,Secretaria Geral da Presidência,_,,Não se aplica,https://docs.google.com/spreadsheets/d/11fWo_3db5bvv5ya2frnGlqtFgh_hVv1deq8zoCZMhuU/edit?resourcekey=&gid=347881443#gid=347881443,,,,https://docs.google.com/forms/d/1CRaTYdwhiViFLGhzMRl9A0n0aXMYr6Ok1QzYncNRbLc/edit,Sim,,Resolução nº 344/2020 - CNJ
07/10/2020,Resolução nº 341/2020,https://atos.cnj.jus.br/atos/detalhar/3508,CNJ,Orientadora/ Informativa,"Determina aos tribunais brasileiros a disponibilização de salas para depoimentos em audiências por sistema de videoconferência, a fim de evitar o contágio pela Covid-19.",Gestão Administrativa,Não se aplica,Não se aplica,_,4987/2020,Não se aplica,,,,Eficácia Exaurida (COVID 19),,Não se aplica,,Resolução nº 341/2020 - CNJ
08/10/2020,Resolução nº 346/2020,https://atos.cnj.jus.br/files/original180329202010145f873d717d021.pdf,CNJ,Vigente,"Dispõe sobre o prazo para cumprimento, por oficiais de justiça, de mandados referentes a medidas protetivas de urgência, bem como sobre a forma de comunicação à vítima dos atos processuais relativos ao agressor, especialmente dos pertinentes ao ingresso e à saída da prisão (art. 21 da Lei nº 11.340/2006).",Execução Penal e Sistema Carcerário,Não se aplica,Não se aplica,_,,Não se aplica,,,,,,Não se aplica,,Resolução nº 346/2020 - CNJ
09/10/2020,Resolução nº 345/2020,https://atos.cnj.jus.br/files/compilado135558202211286384bdeecc247.pdf,CNJ,Alterada,Dispõe sobre o “Juízo 100% Digital” e dá outras providências.,Tecnologia da Informação e Comunicação,Em análise,Secretaria Geral da Presidência,0008831-66.2020.2.00.0000 ,5096/2020,Iniciado,https://docs.google.com/spreadsheets/d/1U0ycjv891rUv1noiZ_Cwj63oa60-jn2Zw9_2XPdacEo/edit?resourcekey=&gid=30488779#gid=30488779,,,,https://docs.google.com/forms/d/1eyTFhuipnW7tvHA57ODRlMgmif_Bm5mLJ-eGVqzXVfM/edit,Sim,,Resolução nº 345/2020 - CNJ
09/10/2020,Resolução nº 348/2020,https://atos.cnj.jus.br/files/compilado15421720210126601038596c499.pdf,CNJ,Alterada,"Estabelece diretrizes e procedimentos a serem observados pelo Poder Judiciário, no âmbito criminal, com relação ao tratamento da população lésbica, gay, bissexual, transexual, travesti ou intersexo que seja custodiada, acusada, ré, condenada, privada deliberdade, em cumprimento de alternativas penais ou monitorada eletronicamente.",Execução Penal e Sistema Carcerário,Não se aplica,Não se aplica,"0009213-59.2020.2.00.0000 

 ",,Não se aplica,,,,,,Não se aplica,,Resolução nº 348/2020 - CNJ
13/10/2020,Resolução nº 347/2020,https://atos.cnj.jus.br/files/original170811202010155f8881fb44760.pdf,CNJ,Vigente,Dispõe sobre a Política de Governança das Contratações Públicas no Poder Judiciário.,Contratações,Em análise,Secretaria Geral da Presidência, 0007236-61.2022.2.00.0000.,,Iniciado,https://docs.google.com/spreadsheets/d/1V_GI79tbFY8UcPn_21ZZkXVThzvRvlaP50mXCn_KCrw/edit?resourcekey=&gid=708686557#gid=708686557,,,,https://docs.google.com/forms/d/1Nej-C5QTYpiNe5lOCjggf8vlrXOpZtHG7xCVZZqvBTs/edit,Sim,,Resolução nº 347/2020 - CNJ
23/10/2020,Resolução nº 276/2020,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/178799/2020_res0276_csjt.pdf?sequence=1&isAllowed=y,CSJT,Revogada,"Dispensa, no ano de 2020, a atualização cadastral de aposentados e pensionistas na Justiça do Trabalho de primeiro e segundo graus a que se refere o art. 2º da Resolução CSJT nº 273, de 26 de junho de 2020, em função da pandemia causada pelo novo Coronavírus.",Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 276/2020 - CSJT
23/10/2020,Resolução nº 277/2020,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/179030/2020_res0277_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Acresce parágrafo único ao artigo 8º da Resolução CSJT nº 199, de 25 de agosto de 2017, que regulamenta as consignações em folha de pagamento dos magistrados, servidores e beneficiários de pensão, no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão de Pessoas,Não se aplica,Não se aplica,_,,Não se aplica,,,,,,Não se aplica,,Resolução nº 277/2020 - CSJT
23/10/2020,Resolução nº 349/2020,https://atos.cnj.jus.br/files/compilado1735542022010761d879fa92672.pdf,CNJ,Alterada,Dispõe sobre a criação do Centro de Inteligência do Poder Judiciário e dá outras providências.,Gestão e Organização Judiciária,Em análise,Secretaria Administrativa  e Judiciária do Fórum Autran Nunes ,0009936-78.2020.2.00.0000 e OFÍCIO CIRCULAR CSJT.GP.SG. Nº 58/2020,5482/2020,Concluído,,,,,,Não,,Resolução nº 349/2020 - CNJ
27/10/2020,Resolução nº 350/2020,https://atos.cnj.jus.br/atos/detalhar/3556,CNJ,Alterada,"Estabelece diretrizes e procedimentos sobre a cooperação judiciária nacional entre os órgãos do Poder Judiciário e outras instituições e entidades, e dá outras providências.",Gestão e Organização Judiciária,Em análise,Secretaria Geral da Presidência,0010166-23.2020.2.00.0000 ,5485/2020,Não se aplica,https://docs.google.com/spreadsheets/d/1r0v1uKRYJ4w13pETXDxPXZQq15TAmnzPEHgygz-5i3o/edit?resourcekey=&gid=1955138146#gid=1955138146,,,,https://docs.google.com/forms/d/1AbCTSRyb-_7HM1RRSZmAq3agHE_4NoVcJDCHCKDEpAc/edit,Sim,,Resolução nº 350/2020 - CNJ
28/10/2020,Resolução nº 351/2020,https://atos.cnj.jus.br/atos/detalhar/3557,CNJ,Alterada,"Institui, no âmbito do Poder Judiciário, a Política de Prevenção e Enfrentamento do Assédio Moral, do Assédio Sexual e da Discriminação.",Direitos Humanos,Em análise,Secretaria de Gestão de Pessoas,0009779-08.2020.2.00.0000 ,5064/2023,Iniciado,https://docs.google.com/spreadsheets/d/12LDQXNqcstdjer9rBY8JzspPbUP86twZV0Ppdh5xAvQ/edit?resourcekey=&gid=949578264#gid=949578264,,,"Não há comissão no 1º e 2º graus e a composição não está em conformidade com a Resolução. Foi enviada sugestão de minuta para alteração da norma vigente, bem como está sendo discutida a criação da comissão no primeiro grau.",https://docs.google.com/forms/d/1p3WAGyKC3Lgk9SfYtx0ym0wBbvKIZ_iZHYZWtPUoI04/edit,Sim,,Resolução nº 351/2020 - CNJ
05/11/2020,Resolução nº 352/2020,https://atos.cnj.jus.br/files/original200431202011115fac43cfe173f.pdf,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 342/2020, que institui o Banco Nacional de Medidas Protetivas de Urgência – BNMPU.",Gestão da Informação e de Demandas Judiciais,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 352/2020 - CNJ
16/11/2020,Resolução nº 353/2020,https://atos.cnj.jus.br/files/original164535202011205fb7f2af6bc4e.pdf,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 71/2009, que dispõe sobre o regime de plantão judiciário em primeiro e segundo graus de jurisdição.",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,0200508-74.2009.2.00.0000 ,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 353/2020 - CNJ
19/11/2020,Resolução nº 354/2020,https://atos.cnj.jus.br/atos/detalhar/3579,CNJ,Alterada,Dispõe sobre o cumprimento digital de ato processual e de ordem judicial e dá outras providências.,Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,0010007-80.2020.2.00.0000 ,,Não se aplica,https://docs.google.com/spreadsheets/d/1yorH28s7VPUE4rQR4gOGnUnnFE-34uxRy2RlbQJTuW8/edit?resourcekey=&gid=1974113797#gid=1974113797,,,,https://docs.google.com/forms/d/1Fj6XAiN27f4nM4yIsmEvuIX2XqVdcJfRrqK7lHuB2jc/edit,Sim,,Resolução nº 354/2020 - CNJ
20/11/2020,Resolução nº 278/2020,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/179316/2020_res0278_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a Resolução CSJT nº 155, de 23 de outubro de 2015, que dispõe sobre a Gratificação por Exercício Cumulativo de Jurisdição – GECJ no âmbito da Justiça do Trabalho de 1º e 2º graus.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,762/2023,Não iniciado,,,,"""Importante destacar que, antes das alterações introduzidas pela Resolução CSJT nº 278, de 20 de novembro de 2020, as cartas precatórias também eram excepcionadas. A referida resolução, no entanto, alterou a Resolução CSJT nº 155/2015, de modo que, atualmente, as cartas precatórias também são contabilizadas para efeito de pagamento de GECJ"". (PROAD 762/2023). Por esse trecho, entende-se que a norma foi recepcionada.                  Verificar com a área responsável se há necessidade de adequação da Resolução TRT7 nº 275/2017",,Não se aplica,,Resolução nº 278/2020 - CSJT
20/11/2020,Resolução nº 279/2020,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/179490/2020_res0279_csjt.pdf?sequence=1&isAllowed=y,CSJT,Vigente,Estabelece a disciplina geral de funcionamento dos programas e políticas do Conselho Superior da Justiça do Trabalho.,Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 279/2020 - CSJT
20/11/2020,Resolução nº 280/2020,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/179510/2020_res0280_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a redação do caput e do § 1º do artigo 15 da Resolução CSJT nº 204, de 25 de agosto de 2017, que regulamenta o banco de horas e o desconto de remuneração decorrente de faltas ou atrasos de servidores no âmbito da Justiça do Trabalho de 1º e 2º graus.",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 280/2020 - CSJT
23/11/2020,Resolução nº 355/2020,https://atos.cnj.jus.br/files/original235927202011235fbc4cdfbcb94.pdf,CNJ,Meramente alteradora,Altera a Resolução CNJ nº 231/2016. ,Infância e Juventude,Não se aplica,Não se aplica,0003593-08.2016.2.00.0000,,Não se aplica,,,,,,Não se aplica,,Resolução nº 355/2020 - CNJ
27/11/2020,Resolução nº 356/2020,https://atos.cnj.jus.br/files/original20430320210219603022d7e49bc.pdf,CNJ,Vigente,Dispõe sobre a alienação antecipada de bens apreendidos em procedimentos criminais e dá outras providências.,Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 356/2020 - CNJ
26/11/2020,Resolução nº 357/2020,https://atos.cnj.jus.br/atos/detalhar/3595,CNJ,Revogada,"Dispõe sobre a realização de audiências de custódia por videoconferência quando não for possível a realização, em 24 horas, de forma presencial.",Execução Penal e Sistema Carcerário,Não se aplica,Não se aplica,0002144-39.2021.2.00.0000,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 357/2020 - CNJ
02/12/2020,Resolução nº 358/2020,https://atos.cnj.jus.br/atos/detalhar/3604,CNJ,Vigente,Regulamenta a criação de soluções tecnológicas para a resolução de conflitos pelo Poder Judiciário por meio da conciliação e mediação.,Gestão e Organização Judiciária,Em análise,Núcleo Permanente de Métodos Consensuais de Solução de Disputas da Justiça do Trabalho,0010368-97.2020.2.00.0000,6118/2020,Iniciado,https://docs.google.com/spreadsheets/d/17-lI61s0dvchq7tY4eK0I77N6WDrV1B2uGJZ4b_l6sI/edit?resourcekey=&gid=668860067#gid=668860067,,,"Há despacho do Diretor da Secretaria de TIC nos autos do PROAD 6118/2020 no qual sugere que o Tribunal aguarde as ações nacionais a serem conduzidas pelo CSJT. Em 19/03/2021, a Res. CSJT 288/2021 dispôs sobre a esctruturação e os procedimentos dos CEJUSC.                                                              1. Foram realizadas as ""evoluções pontuais"" para o pleno atendimento da norma, conforme disposto no PROAD 6118/2020?",https://docs.google.com/forms/d/1ZH-MdU9iZ-M5vm8y6AVzEuj30jzbKu50a6McFK4CoZc/edit,Sim,,Resolução nº 358/2020 - CNJ
15/12/2020,Resolução nº 359/2020,https://atos.cnj.jus.br/files/original06195620210205601ce38ceb9e7.pdf,CNJ,Vigente,Institui o Comitê Nacional dos Juizados Especiais.,Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 359/2020 - CNJ
17/12/2020,Resolução nº 360/2020,https://atos.cnj.jus.br/atos/detalhar/3633,CNJ,Revogada,Determina a adoção do Protocolo de Gerenciamento de Crises Cibernéticas no âmbito do Poder Judiciário (PGCC/PJ).,Tecnologia da Informação e Comunicação,Não se aplica,Não se aplica,0000087-48.2021.2.00.0000,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 360/2020 - CNJ
17/12/2020,Resolução nº 361/2020,https://atos.cnj.jus.br/atos/detalhar/3634,CNJ,Revogada,Determina a adoção de Protocolo de Prevenção a Incidentes Cibernéticos no âmbito do Poder Judiciário (PPICiber/PJ).,Tecnologia da Informação e Comunicação,Não se aplica,Não se aplica,0000097-92.2021.2.00.0000,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 361/2020 - CNJ
17/12/2020,Resolução nº 362/2020,https://atos.cnj.jus.br/atos/detalhar/3635,CNJ,Revogada,Institui o Protocolo de Investigação para Ilícitos Cibernéticos no âmbito do Poder Judiciário (PGCC/ PJ).,Tecnologia da Informação e Comunicação,Não se aplica,Não se aplica, 0000085-78.2021.2.00.0000,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 362/2020 - CNJ
22/02/2019,Resolução nº 231/2019,https://juslaboris.tst.jus.br/handle/20.500.12178/151275,CSJT,Vigente,Dispõe sobre a concessão do auxílio moradia aos magistrados da Justiça do Trabalho de primeiro e segundo graus.,Direitos e Deveres dos Magistrados,"0,00%",Secretaria Geral da Presidência,,,Não se aplica,https://docs.google.com/spreadsheets/d/1J8RBuX-WH3X5nWgmOezI20pUtSEMoxeKPnfUDNkz_2M/edit?resourcekey=&gid=1375495711#gid=1375495711,0,8,,https://docs.google.com/forms/d/1MoL80DiE5slPwInT4P-FSVKKEyG4QFxXuho6CJmKah0/edit,Não,"0,00%",Resolução nº 231/2019 - CSJT
22/02/2019,Resolução nº 232/2019,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/151312/2019_res0232_csjt.pdf?sequence=1&isAllowed=y,CSJT,Vigente,"Referenda o Ato n. 23/CSJT.GP.SG, de 13 de fevereiro de 2019, que divulga as vagas de Juiz do Trabalho Substituto a serem providas inicialmente mediante a nomeação dos aprovados no Primeiro Concurso Nacional Unificado para ingresso na carreira da Magistratura do Trabalho.","Concursos, Promoção e Disciplina",Não se aplica,Não se aplica,,,Não se aplica,,,,Notícia no site do TRT7,,Não se aplica,,Resolução nº 232/2019 - CSJT
22/02/2019,Resolução nº 233/2019,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/151273/2019_res0233_csjt.pdf?sequence=1&isAllowed=y,CSJT,Vigente,Aprova a revisão do Plano Estratégico da Justiça do Trabalho 2015-2020 para o período de 2019 a 2020.,Gestão Estratégica,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 233/2019 - CSJT
22/02/2019,Resolução nº 234/2019,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/151453/2019_res0234_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a Resolução n. 155/CSJT, de 23 de outubro de 2015, que dispõe sobre a Gratificação por Exercício Cumulativo de Jurisdição (GECJ), no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 234/2019 - CSJT
22/02/2019,Resolução nº 235/2019,https://juslaboris.tst.jus.br/handle/20.500.12178/152150,CSJT,Vigente,Regulamenta a aplicação dos instrumentos de gestão documental e a destinação final de documentos arquivados no âmbito da Justiça do Trabalho de primeiro e segundo graus.,Gestão Administrativa,"100,00%",Secretaria Geral da Presidência,,,Não se aplica,https://docs.google.com/spreadsheets/d/1W_6H74ne6q14Os2qaZuRHScgokdtGWIWCk1IOhsGZGY/edit?resourcekey=&gid=1727720240#gid=1727720240,6,0,,https://docs.google.com/forms/d/13Crn3TBCDvh8z-Ur-2F_4vEmnuCwMIrF72RQ7MsVB8U/edit,Não,"100,00%",Resolução nº 235/2019 - CSJT
22/02/2019,Resolução nº 236/2019,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/151950/2019_res0236_csjt.pdf?sequence=1&isAllowed=y,CSJT,Vigente,"Institui Comissão Especial destinada a promover a conciliação entre as partes de processo em andamento nos Tribunais Regionais do Trabalho ou nas Varas do Trabalho, em que haja grande número de interessados e interesse social relevante.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 236/2019 - CSJT
